日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率市值加权
2023/5/8,4062.66,5515.65,5.30779E+13,3.99185E+13,1.88358E+13,0.0287
2023/5/5,4016.88,5453.49,5.19063E+13,3.91819E+13,1.86142E+13,0.0294
2023/5/4,4030.25,5471.65,5.20312E+13,3.92859E+13,1.86763E+13,0.0293
2023/4/28,4029.09,5470.07,5.15953E+13,3.89932E+13,1.86377E+13,0.0296
2023/4/27,3988.42,5414.77,5.10429E+13,3.84388E+13,1.83473E+13,0.0299
2023/4/26,3959.23,5374.85,5.06083E+13,3.81529E+13,1.82199E+13,0.0299
2023/4/25,3962.67,5378.17,5.08408E+13,3.82617E+13,1.82361E+13,0.0297
2023/4/24,3982.64,5405.22,5.0835E+13,3.82667E+13,1.83092E+13,0.0295
2023/4/21,4032.57,5472.98,5.12191E+13,3.86336E+13,1.85267E+13,0.0293
2023/4/20,4113.02,5581.87,5.21305E+13,3.93267E+13,1.8837E+13,0.0288
2023/4/19,4124.56,5597.33,5.21908E+13,3.93682E+13,1.88956E+13,0.0288
2023/4/18,4162.03,5648.19,5.26674E+13,3.9707E+13,1.90633E+13,0.0285
2023/4/17,4149.38,5630.81,5.23701E+13,3.95119E+13,1.90001E+13,0.0287
2023/4/14,4092,5552.94,5.141E+13,3.88504E+13,1.8739E+13,0.0292
2023/4/13,4068.98,5521.7,5.10609E+13,3.86353E+13,1.8632E+13,0.0294
2023/4/12,4097.29,5559.95,5.1331E+13,3.88291E+13,1.87575E+13,0.0293
2023/4/11,4100.15,5563.83,5.11333E+13,3.87594E+13,1.87668E+13,0.0294
2023/4/10,4104.81,5570.16,5.1239E+13,3.87863E+13,1.87832E+13,0.0293
